FID,depno,distrito_minero,nombres,modelo,cod_modelo,tamaño,edad_inf_min,edad_sup_min,estilo_min,asoc_min,alt_hidrotermal,unid_estrati_caja,lito_caja,edad_inf_caja,edad_sup_caja,recursos_min,ley_min,commodity,ficha,etiqueta,geometry
e250K.DepositMetalif.17644,310,,La Reynela,07b Au baja sulfuración (Adularia) (Au-Ag),7b,,,,vetiforme,pirita | galena | esfalerita | calcopirita,sericita | epidotitización,Andesita Cerro del Valle,rocas volcánicas félsicas-intermedias,,,,,Pb | Zn | Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp310.html,La Reynela,POINT (-66.0191999999999 -32.821899999999914)
e250K.DepositMetalif.17822,516,,Huinca,07k Fluorita,7k,,,,vetiforme,galena | esfalerita | fluorita | cerusita | anglesita,,Complejo Mina Gonzalito,esquisto,,,,,Pb | F | Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp516.html,Huinca,POINT (-65.85279999999995 -41.2555999999999)
e250K.DepositMetalif.22319,25917,Purísima Rumicruz,El Brechón,14a Polimetálicos ricos en As-Ni-Co (Ag-Co-As-Ni-Cu-U),14a,pequeño,Triásico,Triásico,vetiforme,calcosina | bornita | calcopirita | covellina | gersdorfita | baritina | cuarzo,,,arenisca-lutita-chert,,,,,Cu | Ni | As,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp25917.html,El Brechón,POINT (-65.53069999999991 -22.820599999999956)
e250K.DepositMetalif.17295,2168,,El Baqueano,07a Manganeso (Mn+-F),7a,ocurrencia,,,vetiforme,óxidos de manganeso | yeso | ópalo,,Grupo Choiyoi,riolita,,,,,Mn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp2168.html,El Baqueano,POINT (-68.5132999999999 -34.89579999999995)
e250K.DepositMetalif.18328,3272,Las Cuevas,San José (Agrupamiento Las Cuevas),11a Cu tipo Manto,11a,pequeño,,,relleno de amigdalas y/o cavidades | relleno de fracturas,calcosina | bornita | marcasita | malaquita | azurita | magnetita,,Formación Tordillo,,,,"242000 toneladas métricas, mena, inferida",Cu 1.75 %,Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3272.html,San José ,POINT (-70.03329999999994 -32.86669999999992)
e250K.DepositMetalif.17219,2092,Grupo Oncán,"Antolín, Fortuna, Ramón",07a Manganeso (Mn+-F),7a,pequeño,,,vetiforme,psilomelano | pirolusita | ópalo | calcedonia,silicificación,Granito Ambargasta,granitos,,,"775 toneladas métricas, mineral, reserva probable + probada ",Mn 11.3 %,Mn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp2092.html,Antolín,POINT (-63.987499999999955 -29.469699999999932)
e250K.DepositMetalif.19731,11306,,Offir,07c Au alta sulfuración (Alunita) (Au-Ag-Cu),7c,pequeño,Terciario,Terciario,vetas y venillas de sulfuros,pirita | pirita aurífera | calcopirita | calcopirita | bornita,potásica | fílica | argílica | silícica | supergénica,Formación Negro Peinado,lutita,,,,,Cu | Au,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp11306.html,Offir,POINT (-67.78919999999994 -28.998299999999915)
e250K.DepositMetalif.18335,3279,,Lora,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,desconocida,,,vetas,azurita | malaquita,,Formación La Horqueta,,,,,,Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3279.html,Lora,POINT (-68.79169999999993 -34.56669999999991)
e250K.DepositMetalif.18513,5046,Cerro El Morro,Los Dos Negritos,08f Volcanogénico (W),8f,ocurrencia,,,guías,scheelita | wolframita,,Complejo Metamórfico Conlara | Complejo Metamórfico Conlara | Complejo Metamórfico Conlara,esquistos biotíticos | rocas calcosilicáticas | anfibolita,,,,,W,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp5046.html,Los Dos Negritos,POINT (-65.49999999999994 -33.14999999999992)
e250K.DepositMetalif.17808,451,,Valverde,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,Carbonífero superior,Triásico inferior,vetiforme,galena | esfalerita,,Subgrupo Cochicó,rocas volcánicas félsicas-intermedias,,,,,Pb,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp451.html,Valverde,POINT (-68.39359999999994 -35.34999999999991)
e250K.DepositMetalif.17986,3397,La Leona,Bajo de La Leona,04b Cu (±Mo±Au),4b,pequeño,Triásico,Triásico,vetas | diseminada,calcosina | calcopirita | pirita | esfalerita | galena | bornita | enargita | betechtinita | tennantita | molibdenita | electrum | malaquita | limonitas | azurita | delafossita | cuprita | tenorita | calcosina | covellina | digenita | tetraedrita | cuarzo,cuarzo-sericítica | argílica | turmalinización | potásica,Formación La Leona,suite granodiorítica-tonalítica,,,,Cu 1.73 % media | Ag 26.1 g/t promedio,Cu | Ag | Pb | Zn | Au,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3397.html,Bajo de La Leona,POINT (-67.33339999999993 -48.08229999999992)
e250K.DepositMetalif.21203,24801,Rinconada,Chiricoya,14d Au-Sb en turbiditas,14d,pequeño,,,vetiforme,oro,,,arenisca-limolita,,,,,Au,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp24801.html,Chiricoya,POINT (-66.31029999999993 -22.617899999999906)
e250K.DepositMetalif.18506,5029,Sierra de Yulto,Paquita,08f Volcanogénico (W),8f,desconocido,,,irregular,scheelita,,Complejo Metamórfico Conlara,rocas calcosilicáticas,,,,,W,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp5029.html,Paquita,POINT (-65.49999999999994 -33.299999999999955)
e250K.DepositMetalif.21018,24614,,Oro del Norte | Al Fin Hallada,07c Au alta sulfuración (Alunita) (Au-Ag-Cu),7c,,,,,,,,,,,,,Au,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp24614.html,Oro del Norte ,POINT (-69.09189999999995 -32.43309999999991)
e250K.DepositMetalif.21196,24794,,San José y San Juan,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,ocurrencia,,,vetiforme,galena,,,cuarcita,,,,,Pb,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp24794.html,San José y San Juan,POINT (-65.4378999999999 -23.21649999999994)
e250K.DepositMetalif.18157,3076,Sierra de Taca Taca,Taca Taca I y II | ex mina Frusso,06d Granitoides (Cu),6d,desconocida,,,vetas | guías | venillas,bornita | calcopirita | calcosina | calcosina | cuprita | malaquita | crisocola | limonitas,sericítica | argílica,Complejo Plutónico Llullaillaco,suite granítica,,,,,Cu | Pb | Au,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3076.html,Taca Taca I y II ,POINT (-67.68309999999991 -24.331599999999924)
e250K.DepositMetalif.18615,5224,San Martín,Valcheta,06a Granitoides (W-Mo),6a,desconocida,Triásico,Triásico,vetiforme,hübnerita | scheelita,,Granito Sierra de Pailemán,suite granítica,,,,,W,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp5224.html,Valcheta,POINT (-66.08329999999995 -40.49999999999994)
e250K.DepositMetalif.18088,3145,Valle Hermoso,Las Cuchillas,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,desconocida,,,vetas,calcopirita | bornita | cuprita,,,,,,,,Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3145.html,Las Cuchillas,POINT (-67.94999999999993 -28.433299999999917)
e250K.DepositMetalif.17383,23,,Pirquitas,07d Polimetálico rico en Sn (Sn-Ag-Cu-Zn),7d,mediano,,,vetas y venillas de sulfuros | diseminada | stockwork,casiterita | esfalerita | wurtzita | freibergita | pirargirita-polibasita | galena | pirita | Sulfosales de Sn | Pirrotina | siderita,silicificación | sericítica | caolinización,Formación Acoite,cuarcitas-lutitas-grauvacas,,,"78 millones de toneladas métricas, mena, recurso medido, indicado e inferido+reservas probadas y probables | 2.165e+007 toneladas cortas, mineral, reserva probable + probada  | 23.9 millones de toneladas métricas, mineral, medido+indicado",Sn 0.2 % promedio | Sn 0.33 % | Sn 0.33 % | Ag 167 g/t | Ag 167 g/t | Ag 174 g/t promedio | Zn 0.8 % promedio | Zn 0.57 % | Zn 0.57 %,Ag | Zn | Sn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp23.html,Pirquitas,POINT (-66.54109999999991 -22.687199999999905)
e250K.DepositMetalif.18081,3138,Valle Hermoso,Estrella Alta,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,desconocida,Pérmico superior,Triásico inferior,vetas,hematita | limonitas | malaquita | azurita | calcosina | calcopirita | bornita | galena | esfalerita,,Formación Espinal | Formación Agua Colorada | Formación Río Tendal,areniscas-lutitas,,,,Cu 17.55 % (máximo),Cu | Ag | Pb | Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3138.html,Estrella Alta,POINT (-68.32469999999995 -28.14829999999995)
e250K.DepositMetalif.18259,3282,Santa Elena,Manto Flor,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,pequeño,,,impregnación,calcopirita | azurita | malaquita | crisocola | limonitas,,Grupo Choiyoi,,,,,Cu 4.8 %,Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3282.html,Manto Flor,POINT (-69.21669999999995 -32.49169999999992)
e250K.DepositMetalif.17554,196,La Hoyada,Alto de las Plazillas,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,,,,vetiforme,galena | esfalerita | calcopirita,,Complejo Volcánico La Hoyada,rocas volcánicas félsicas-intermedias,,,"9 millones de toneladas métricas, mena, inferida",Pb 1.8 % | Ag 250 g/t,Pb | Ag | Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp196.html,Alto de las Plazillas,POINT (-67.78329999999994 -26.83329999999995)
e250K.DepositMetalif.18437,5042,Cerro El Morro ,La Aurora,08f Volcanogénico (W),8f,ocurrencia,,,diseminada,scheelita,,Complejo Metamórfico Conlara | Complejo Metamórfico Conlara | Complejo Metamórfico Conlara,esquistos biotíticos | rocas calcosilicáticas | anfibolitas,,,,,W,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp5042.html,La Aurora,POINT (-65.53329999999994 -33.14999999999992)
e250K.DepositMetalif.17732,377,Cerro Blanco-Marayes,Antares,05c Skarn plumbo-cincífero (Zn-Pb_Ag),5c,,,,cuerpo,galena argentífera | esfalerita | óxidos de manganeso,,Basamento Metamórfico,,,,,,Pb | Ag | Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp377.html,Antares,POINT (-67.33719999999994 -31.412199999999928)
e250K.DepositMetalif.20949,24543,,Salar | Incahuasi,"09f Evaporitas Lacustres,Yeso-Halita-Silvita-Boratos-Sulfatos(MgKCaLi)",9f,,,,salmueras,litio | potasio,,,evaporita,,,,,Li,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp24543.html,Salar ,POINT (-67.6871999999999 -26.400799999999947)
e250K.DepositMetalif.17568,210,Cerro Negro,Grupo Rosario( de Arriba y de Abajo),14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,vetiforme,pirita | acantita | galena argentífera | esfalerita,silicificación,Formación Negro Peinado,esquisto,,,,,Ag | Pb | Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp210.html,Grupo Rosario,POINT (-67.71669999999995 -29.065599999999904)
e250K.DepositMetalif.19553,11117,,La Helvecia,08d SEDEX(Zn-Pb-Ba-Ag),8d,pequeño,Silúrico,Silúrico,lentes,galena | pirita | esfalerita | baritina | calcopirita | tetraedrita,,Formación San Juan,carbonato,,,,Pb 8.3 % | Zn 18.8 % | Ag 91 g/t,Pb | Zn | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp11117.html,La Helvecia,POINT (-68.78499999999991 -29.557099999999934)
e250K.DepositMetalif.18266,3337,Sierra del Chachil,La Voluntad,04b Cu (±Mo±Au),4b,mediano,,,diseminada | stockwork,pirita | calcopirita | molibdenita | arsenopirita | esfalerita | wolframita | bornita | malaquita | calcosina | covellina | hematita | limonitas | cuprita | pirrotina | marcasita | galena | crisocola,potásica | fílica | propilítica,Complejo Plutónico del Chachil,suite granodiorítica-tonalítica-diorítica,,,,Cu 0.2 % | Ag 8.1 g/t | Mo 0.25 %,Cu | Mo,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3337.html,La Voluntad,POINT (-70.60529999999994 -39.21389999999991)
e250K.DepositMetalif.17561,203,La Cébila,La Morenita,14e Antimonita (Sb),14e,pequeño,,,vetiforme,antimonita | pirita | marcasita | berthierita | arsenopirita | tetraedrita | estibiconita,silicificación,Formación La Cébila,esquisto,,,,Sb 1.47 % | Au 0.7 g/t,Sb | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp203.html,La Morenita,POINT (-66.44639999999993 -28.78329999999994)
e250K.DepositMetalif.17739,384,El Fierro Alto,El Fierro Alto,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,vetiforme,galena argentífera | esfalerita | plata nativa | anglesita | cerusita | calcopirita,argilica | limonitización,Granodiorita Las Piedritas y Granito Los Puentes,suite granítica,,,,,Pb | Ag | Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp384.html,El Fierro Alto,POINT (-69.46109999999993 -29.454399999999907)
e250K.DepositMetalif.20956,24550,,Paso del Sapo,07b Au baja sulfuración (Adularia) (Au-Ag),7b,mediano,,,vetiforme,,,,,,,,,Ag | Au,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp24550.html,Paso del Sapo,POINT (-69.47029999999995 -42.803099999999915)
e250K.DepositMetalif.17917,565,,Haydee,07b Au baja sulfuración (Adularia) (Au-Ag),7b,,,,vetifome,,caolinización,Formación Chon Aike,rocas volcánicas félsicas-intermedias,,,,,Au | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp565.html,Haydee,POINT (-69.8721999999999 -48.23029999999994)
e250K.DepositMetalif.17212,2085,Grupo Aspa Puca Sur,"El Crestón, Águila Este y Águila Oeste",07a Manganeso (Mn+-F),7a,ocurrencia,,,vetiforme,psilomelano | opalo | calcedonia | calcita,,Granito Ambargasta,granitoides y aplitas,,,,,Mn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp2085.html,El Crestón,POINT (-63.97469999999993 -29.364399999999932)
e250K.DepositMetalif.19724,11299,Pancho Arias,Incahuasi,04b Cu (±Mo±Au),4b,pequeño,Mioceno,Mioceno,sulfuro diseminado de Cu,pirita | calcopirita | oro,silicificación | sericítica/ | clorítica | propilítica,,rocas volcánicas félsicas,,,,,Au | Cu | Mo,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp11299.html,Incahuasi,POINT (-65.91469999999993 -24.362399999999923)
e250K.DepositMetalif.18221,3217,Infiernillo,Santa Teresa,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,desconocida,,,vetas,pirita | arsenopirita | galena | esfalerita | calcopirita,,Grupo El Portillo,,,,,,Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3217.html,Santa Teresa,POINT (-68.78329999999994 -34.64999999999992)
e250K.DepositMetalif.18399,4027,El Quemado,Santa Elena,03b Pegmatitas (Nb-Ta),3b,mediano,,,tabular,espodumeno | berilo | Bi nativo | bismutina | eosforita | autunita | ferrotapiolita,argilización,Formación Cachi,suite granítica,,,"5 millones de toneladas métricas, concentrado, inferida",,berilo | espodumeno | bismutina | Bi | Nb | Ta,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp4027.html,Santa Elena,POINT (-66.33719999999994 -24.830999999999904)
e250K.DepositMetalif.17694,339,Valle del Cura,Veladero,07c Au alta sulfuración (Alunita) (Au-Ag-Cu),7c,grande,Mioceno medio,Mioceno superior,vetas | stockwork | brecha,pirita | calcopirita | oro nativo | plata nativa,argilica | propilítica | silicea,Formación Cerro Tórtolas,rocas volcánicas félsicas,,,"349 millones de toneladas métricas, mena, reservas",Au 0.77 g/t | Ag 14.36 g/t,Au | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp339.html,Veladero,POINT (-69.95219999999995 -29.36829999999992)
e250K.DepositMetalif.18577,5173,,Casa Colorada,12b Sn,12b,desconocida,Cuaternario,Cuaternario,rodados,casiterita,,,depósitos aluviales y coluviales,,,,,Sn-Ag-Pb,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp5173.html,Casa Colorada,POINT (-66.33329999999995 -22.317299999999932)
e250K.DepositMetalif.17872,493,Andacollo,Helena I y II,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,vetiforme,galena | pirita aurífera | esfalerita | calcopirita | malaquita | cerusita | anglesita,potásica | argilica | propilítica | cuarzo - sericita,Grupo Choiyoi,rocas volcánicas félsicas-intermedias,,,,,Pb | Zn | Ag | Au,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp493.html,Helena I y II,POINT (-70.6332999999999 -37.24999999999994)
e250K.DepositMetalif.17167,2040,Baritú,Cuesta de Minas,09e Formación Ferrífera Fe(P),9e,ocurrencia,,,horizontes ferríferos,hematita | chamosita,,Formación Lipeón,"limolitas, grauvacas",,,,,Fe,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp2040.html,Cuesta de Minas,POINT (-64.7471999999999 -22.466099999999926)
e250K.DepositMetalif.18392,4020,Vilisman,Reflejos del Mar,03a Pegmatitas Complejas(Be-Li-Aguamarina),3a,pequeño,,,Cuerpos tabulares,espodumeno | cleavelandita | litiofilita | sillimanita,,Granito de El Taco o Vilismán,suite granítica,,,"58000 tonelada métrica, mineral, recurso mineral",,Li | Be,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp4020.html,Reflejos del Mar,POINT (-65.45139999999992 -28.461899999999957)
e250K.DepositMetalif.20904,24492,Incachule,El Abra,14e Antimonita (Sb),14e,pequeño,,,,antimonita | arsenopirita,,,rocas volcánicas félsicas,,,,,Sb,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp24492.html,El Abra,POINT (-66.47259999999994 -24.273199999999918)
e250K.DepositMetalif.18570,5153,Cerro Negro de Rodríguez,Las Pircas,05f Greisen (Sn-W),5f,ocurrencia,Ordovícico,Devónico,vetiforme,,,Formación Narváez,suite granítica,,,,,W-Mo,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp5153.html,Las Pircas,POINT (-67.91669999999993 -28.066699999999912)
e250K.DepositMetalif.17865,486,,Carreri TG y II,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,vetiforme,galena | esfalerita | pirita | baritina | limonitas | óxidos de manganeso | calcopirita,,Plutonitas El Portillo,suite granítica,,,"70000 toneladas métricas, mena, reserva total",Pb 25 % | Zn 10 % | Ag 300 g/t,Pb | Zn | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp486.html,Carreri TG y II,POINT (-70.59169999999995 -38.966699999999946)
e250K.DepositMetalif.18043,3060,Sierra de Taca Taca,Taca Taca Bajo,04b Cu (±Mo±Au),4b,grande,,,diseminada | venillas | stockwork | brechas,pirita | calcopirita | bornita | molibdenita | covellina | oro | esfalerita | galena | minerales de Mn | calcosina | atacamita | limonita | goethita,potásica | sericitización | silicificación | argílica intermedia | propilítica | alunita ,Formación Taca Taca | Complejo Volcánico Santa Inés,suite granítica | pórfiro,,,"701 millones de toneladas métricas, mineral supergé, recurso indicado | 90 millones de toneladas métricas, mineral supergé, recurso inferido | 1464 millones de toneladas métricas, mineral primari, recurso indicado | 831 millones de toneladas métricas, min",Cu 0.6 % | Cu 0.44 % | Cu 0.37 % | Cu 0.37 % | Au 0.27 g/t | Au 0.23 g/t | Cu 0.58 % | Au 0.18 g/t | Cu 0.11 % | Cu 0.04 % | Au 0.05 g/t | Au 0.08 g/t | Au 0.06 g/t | Au 0.08 g/t | Mo 0.009 % | Mo 0.005 % | Mo 0.015 % | Mo 0.012 % | Mo 0.018 % | Mo 0.008 ,Cu | Au | Mo,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3060.html,Taca Taca Bajo,POINT (-67.73539999999991 -24.56919999999991)
e250K.DepositMetalif.17701,346,Tontal,Señorita,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,vetiforme,galena | esfalerita,,Formación Don Polo,rocas sedimentarias no clasificadas,,,,,Ag | Pb | Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp346.html,Señorita,POINT (-69.23329999999993 -31.616699999999923)
e250K.DepositMetalif.20918,24508,,La Curva,07b Au baja sulfuración (Adularia) (Au-Ag),7b,mediano,,, venillas de cuarzo y sulfuros,cuarzo,,,,,,,,Au | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp24508.html,La Curva,POINT (-67.1649999999999 -47.60919999999993)
e250K.DepositMetalif.17879,500,Campana Mahuida,Cacique,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,Eoceno,Oligoceno,vetiforme,galena argentífera | argentita | óxidos de manganeso,,Formación Tordillo,arenisca,,,"30000 toneladas métricas, mena, inferida",Pb 5.2 % | Ag 115 g/t,Pb | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp500.html,Cacique,POINT (-70.59169999999995 -38.216699999999946)
e250K.DepositMetalif.20391,24385,Rangel,Isis | Osiris | Ra,02a Cuerpos diqueformes y vetiformes (Th-ETR),2a,pequeño,Cretácico inferior,Cretácico inferior,vetiforme,monacita | thorita | pirita | calcopirita | esfalerita | ankerita | calcita | feldespato | cuarzo | baritina,carbonática | fenitización,Complejo de Plataforma de la Puna,"Grauvacas, cuarcitas y pelitas",,,"1.296 millones de toneladas métricas, mena, recurso inferido | 6 millones de toneladas métricas, mena, recursos geologicos",ETR 0.08 % | ETR 0.08 % | torita 0.02 % | torita 0.02 %,ThO2 | ETR+Y,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp24385.html,Isis ,POINT (-66.1758999999999 -23.40999999999991)
e250K.DepositMetalif.17352,2225,,Santo Pipó,13a Formación Ferrífera Laterítica(Fe-Ti-Al),13a,ocurrencia,,,"concreciones, nódulos",limonita | goethita | hematita,,Formación Apóstoles,arena-arcilla,,,,,Fe,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp2225.html,Santo Pipó,POINT (-55.43329999999992 -27.14999999999992)
e250K.DepositMetalif.20384,24377,Matancillas,Matancillas,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,pequeño,Mioceno medio,Mioceno medio,vetiforme,galena | semseyita | oro | covelina | digenita,,Formación Puncoviscana,Pelitas y grauvacas,,,,,Pb,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp24377.html,Matancillas,POINT (-66.26909999999992 -23.925599999999918)
e250K.DepositMetalif.18050,3207,Río Blanco-Santa Cruz,Yunque,04c Cu-Au,4c,desconocida,,,diseminada,pirita | calcopirita,potásica | fílica | propilítica,Formación Farellones,,,,,,Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3207.html,Yunque,POINT (-70.27399999999994 -31.86399999999992)
e250K.DepositMetalif.17345,2218,,Wanda,13a Formación Ferrífera Laterítica(Fe-Ti-Al),13a,ocurrencia,,,"concreciones, nódulos",limonita | goethita | hematita | caolinita | ópalo,,Formación Apóstoles,arena-arcilla,,,"1.233e+006 toneladas métricas, mineral, reserva demostrada",Fe 35 %,Fe,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp2218.html,Wanda,POINT (-54.549999999999955 -25.949999999999932)
e250K.DepositMetalif.18228,3224,,Don Paco (Grupo San Pedro),07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,desconocida,,,vetas,malaquita | pirita | calcopirita | hematita | limonitas,,Grupo Cochicó,,,,,,Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3224.html,Don Paco ,POINT (-68.42059999999992 -35.371099999999956)
e250K.DepositMetalif.17523,160,El Gigante,"San Juan, San José",14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,vetiforme,galena | baritina,,Formación Santa Rosita,arenisca-lutita,,,,,Ba | Pb,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp160.html,San Juan,POINT (-65.06589999999994 -23.064499999999953)
e250K.DepositMetalif.17276,2149,,Cerro Rezago,05d Skarn ferrífero (Fe),5d,ocurrencia,,,cuerpos irregulares,hematita | magnetita | limonitas | epidoto | calcita,caolinización,Grupo Mendoza | Ciclo Eruptivo Huincán,calizas | andesitas,,,"40000 toneladas métricas, mineral, inferida",Fe 64.4 % (máximo),Fe,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp2149.html,Cerro Rezago,POINT (-69.91609999999991 -35.64719999999994)
e250K.DepositMetalif.22300,25898,Pumahuasi,Veta Chaussette  Norte,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,pequeño,,,vetiforme,galena | baritina,,,,,,,,Pb | Ba,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp25898.html,Veta Chaussette  Norte,POINT (-65.6049999999999 -22.290799999999933)
e250K.DepositMetalif.17454,89,,Emilia,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,vetiforme,galena,,Subgrupo Pirgua,conglomerado,,,,,Pb,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp89.html,Emilia,POINT (-66.40129999999994 -24.16059999999993)
e250K.DepositMetalif.21773,25371,,Peñasquina,14f Au en zonas de cizalla (Au-Ag-As-Cu),14f,ocurrencia,,,vetas,oro | cuarzo,,,,,,,,Ag | Au,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp25371.html,Peñasquina,POINT (-66.4233999999999 -22.259499999999946)
e250K.DepositMetalif.17447,84,,Emma Olga,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,,,,vetiforme,galena,,Formación La Paya,rocas metamórficas no clasificadas,,,,,Pb,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp84.html,Emma Olga,POINT (-66.39999999999992 -25.133299999999906)
e250K.DepositMetalif.17625,267,El Guaico,Dos Amigos- La Peregrina,06j Pb-Zn-Ag-Cu,6j,,,,vetiforme,galena | esfalerita | cerusita | anglesita | pirita | calcopirita,,Gneis Pichanas,gneis,,,,,Pb | Ag | Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp267.html,Dos Amigos,POINT (-65.20219999999995 -30.98359999999991)
e250K.DepositMetalif.17803,446,,Rosario,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,vetiforme,galena | esfalerita,,Plutonitas Portillo,rocas volcánicas félsicas-intermedias,,,,,Pb | Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp446.html,Rosario,POINT (-69.78329999999994 -32.883299999999906)
